PartijID,Datum,SeizoenID,SpelerID,TegenstanderID,AantalCaramboles,TeHalenGemiddelde,Caramboles,Beurten,HoogsteSet,Gemiddelde,PlusMin
4337,"10/05/11 00:00:00",19,41,25,20,1,16,20,5,0.80000001,-0.19999999
4338,"10/05/11 00:00:00",19,35,23,18,0.89999998,14,20,3,0.69999999,-0.19999999
4339,"10/05/11 00:00:00",19,23,35,36,1.8,33,20,6,1.65,-0.14999998
4340,"10/05/11 00:00:00",19,13,39,18,0.89999998,16,20,3,0.80000001,-0.099999964
4341,"10/05/11 00:00:00",19,39,13,13,0.64999998,10,20,2,0.5,-0.14999998
4342,"10/05/11 00:00:00",19,8,6,29,1.45,20,18,5,1.1111112,-0.33888888
4343,"10/05/11 00:00:00",19,6,8,32,1.6,32,18,7,1.7777778,0.17777777
4344,"10/05/11 00:00:00",19,16,34,82,4.0999999,35,12,11,2.9166667,-1.1833332
4345,"10/05/11 00:00:00",19,34,16,53,2.6500001,56,12,12,4.6666665,2.0166664
4346,"10/12/11 00:00:00",19,13,37,18,0.89999998,16,20,4,0.80000001,-0.099999964
4347,"10/12/11 00:00:00",19,37,13,27,1.35,22,20,6,1.1,-0.25
4348,"10/12/11 00:00:00",19,40,41,13,0.64999998,12,20,2,0.60000002,-0.049999952
4349,"10/12/11 00:00:00",19,41,40,20,1,19,20,7,0.94999999,-0.050000012
4350,"10/12/11 00:00:00",19,35,21,18,0.89999998,17,18,4,0.94444442,0.044444442
4351,"10/12/11 00:00:00",19,21,35,34,1.7,34,18,8,1.8888888,0.18888879
4352,"10/12/11 00:00:00",19,19,34,43,2.1500001,21,19,5,1.1052631,-1.044737
4353,"10/12/11 00:00:00",19,34,19,53,2.6500001,56,19,15,2.9473684,0.29736829
4354,"10/12/11 00:00:00",19,33,8,38,1.9,40,15,5,2.6666667,0.76666677
4355,"10/12/11 00:00:00",19,8,33,29,1.45,28,15,6,1.8666667,0.41666663
4356,"10/12/11 00:00:00",19,6,26,32,1.6,32,15,5,2.1333334,0.53333342
4357,"10/12/11 00:00:00",19,26,6,120,6,108,15,39,7.1999998,1.1999998
4358,"10/12/11 00:00:00",19,25,39,39,1.95,34,17,6,2,0.049999952
4359,"10/12/11 00:00:00",19,39,25,13,0.64999998,13,17,3,0.7647059,0.11470592
4360,"10/12/11 00:00:00",19,18,23,19,0.94999999,10,17,4,0.58823532,-0.36176467
4361,"10/12/11 00:00:00",19,23,18,36,1.8,36,17,5,2.1176472,0.31764722
4362,"10/12/11 00:00:00",19,35,37,18,0.89999998,20,15,4,1.3333334,0.4333334
4363,"10/12/11 00:00:00",19,37,35,27,1.35,12,15,6,0.80000001,-0.55000001
4364,"10/12/11 00:00:00",19,13,34,18,0.89999998,14,16,3,0.875,-0.024999976
4365,"10/12/11 00:00:00",19,34,13,53,2.6500001,66,16,16,4.125,1.4749999
4366,"10/12/11 00:00:00",19,40,21,13,0.64999998,14,18,3,0.77777779,0.12777781
4367,"10/12/11 00:00:00",19,21,40,34,1.7,15,18,6,0.83333331,-0.86666673
4368,"10/12/11 00:00:00",19,14,39,20,1,15,18,4,0.83333331,-0.16666669
4369,"10/12/11 00:00:00",19,39,14,13,0.64999998,13,18,3,0.72222221,0.072222233
4370,"10/12/11 00:00:00",19,26,23,120,6,104,20,29,5.1999998,-0.80000019
4371,"10/12/11 00:00:00",19,23,26,36,1.8,24,20,5,1.2,-0.5999999
4372,"10/12/11 00:00:00",19,25,6,39,1.95,37,20,5,1.85,-0.10000002
4373,"10/12/11 00:00:00",19,6,25,32,1.6,31,20,10,1.55,-0.050000072
4374,"10/12/11 00:00:00",19,41,19,20,1,23,14,5,1.642857,-0.85714287
4375,"10/12/11 00:00:00",19,19,41,43,2.1500001,36,14,9,2.5714285,0.42142844
4376,"10/12/11 00:00:00",19,16,14,82,4.0999999,89,14,20,6.3571429,2.257143
4377,"10/12/11 00:00:00",19,14,16,20,1,9,14,3,0.64285713,-0.35714287
4378,"10/19/11 00:00:00",19,40,6,13,0.64999998,3,6,2,0.5,-0.14999998
4379,"10/19/11 00:00:00",19,6,40,32,1.6,36,6,13,6,4.4000001
4380,"10/19/11 00:00:00",19,34,26,53,2.6500001,56,18,15,3.1111112,0.46111107
4381,"10/19/11 00:00:00",19,26,34,120,6,69,18,14,3.8333333,-2.1666667
4382,"10/19/11 00:00:00",19,19,41,43,2.1500001,42,20,11,2.0999999,-0.050000191
4383,"10/19/11 00:00:00",19,41,19,20,1,19,20,5,0.94999999,-0.050000012
4384,"10/19/11 00:00:00",19,40,16,13,0.64999998,13,19,3,0.68421054,0.034210563
4385,"10/19/11 00:00:00",19,16,40,82,4.0999999,45,19,11,2.3684211,-1.7315788
4386,"10/19/11 00:00:00",19,25,6,39,1.95,32,20,12,1.6,-1.8000001
4387,"10/19/11 00:00:00",19,6,25,32,1.6,31,20,5,1.55,-0.050000072
4388,"10/19/11 00:00:00",19,19,39,43,2.1500001,12,8,5,1.5,0.25
4389,"10/19/11 00:00:00",19,39,19,13,0.64999998,13,8,3,1.625,1.9499999
4390,"10/19/11 00:00:00",19,41,34,20,1,18,19,3,0.94736844,-0.052631557
4391,"10/19/11 00:00:00",19,34,41,53,2.6500001,53,19,11,2.7894738,0.13947368
4392,"10/19/11 00:00:00",19,35,26,18,0.89999998,20,18,4,1.1111112,0.21111119
4393,"10/19/11 00:00:00",19,26,35,120,6,43,18,10,2.3888888,-3.6111112
4394,"10/19/11 00:00:00",19,19,21,43,2.1500001,40,20,5,2,-0.1500001
4395,"10/19/11 00:00:00",19,21,19,34,1.7,29,20,7,1.45,-0.25
4396,"10/19/11 00:00:00",19,16,25,82,4.0999999,55,20,11,2.75,-1.3499999
4397,"10/19/11 00:00:00",19,25,16,39,1.95,50,20,12,2.5,0.54999995
4398,"10/19/11 00:00:00",19,6,10,32,1.6,20,20,3,1,-0.60000002
4399,"10/19/11 00:00:00",19,10,6,27,1.35,14,20,3,0.69999999,-0.65000004
4400,"10/19/11 00:00:00",19,26,34,120,6,110,20,25,5.5,-0.5
4401,"10/19/11 00:00:00",19,34,26,53,2.6500001,56,20,8,2.8,0.14999986
4402,"10/19/11 00:00:00",19,39,35,13,0.64999998,9,19,2,0.47368422,-0.17631575
4403,"10/19/11 00:00:00",19,35,39,18,0.89999998,18,19,5,0.94736844,0.047368467
4404,"10/19/11 00:00:00",19,40,21,13,0.64999998,9,16,2,0.5625,-0.087499976
4405,"10/19/11 00:00:00",19,21,40,34,1.7,36,16,14,2.25,0.54999995
4406,"10/19/11 00:00:00",19,32,37,18,0.89999998,7,12,4,0.58333331,-0.31666666
4407,"10/19/11 00:00:00",19,37,32,27,1.35,28,12,7,2.3333333,0.98333323
4408,"10/19/11 00:00:00",19,41,33,20,1,5,18,1,0.27777779,-0.72222221
4409,"10/19/11 00:00:00",19,33,41,38,1.9,38,18,8,2.1111112,0.21111119
4410,"10/26/11 00:00:00",19,23,26,36,1.8,32,15,7,2.1333334,0.33333349
4411,"10/26/11 00:00:00",19,26,23,120,6,139,15,38,9.2666664,3.2666664
4412,"10/26/11 00:00:00",19,41,26,20,1,22,16,4,1.375,0.375
4413,"10/26/11 00:00:00",19,26,41,120,6,123,16,57,7.6875,1.6875
4414,"10/26/11 00:00:00",19,3,26,43,2.1500001,25,18,6,1.3888888,-0.76111126
4415,"10/26/11 00:00:00",19,26,3,120,6,122,18,24,6.7777777,0.77777767
4416,"10/26/11 00:00:00",19,14,34,20,1,2,10,2,0.2,-0.80000001
4417,"10/26/11 00:00:00",19,34,14,53,2.6500001,53,10,15,5.3000002,2.6500001
4418,"10/26/11 00:00:00",19,6,39,32,1.6,32,18,7,1.7777778,0.17777777
4419,"10/26/11 00:00:00",19,39,6,13,0.64999998,7,18,3,0.3888889,-0.26111108
4420,"10/26/11 00:00:00",19,40,23,13,0.64999998,11,20,4,0.55000001,-0.099999964
4421,"10/26/11 00:00:00",19,23,40,36,1.8,23,20,5,1.15,-0.64999998
4422,"10/26/11 00:00:00",19,39,34,13,0.64999998,11,18,5,0.6111111,-0.038888872
4423,"10/26/11 00:00:00",19,34,39,53,2.6500001,54,18,8,3,0.3499999
4424,"10/26/11 00:00:00",19,21,6,34,1.7,26,16,6,1.625,-0.075000048
4425,"10/26/11 00:00:00",19,6,21,32,1.6,33,16,15,2.0625,0.46249998
4426,"10/26/11 00:00:00",19,3,10,43,2.1500001,26,20,8,1.3,-0.85000014
4427,"10/26/11 00:00:00",19,10,3,27,1.35,22,20,7,1.1,-0.25
4428,"10/26/11 00:00:00",19,41,6,20,1,19,18,5,1.0555556,0.055555582
4429,"10/26/11 00:00:00",19,6,41,32,1.6,33,18,8,1.8333334,0.23333335
4430,"10/26/11 00:00:00",19,14,32,20,1,24,12,6,2,1
4431,"10/26/11 00:00:00",19,32,14,18,0.89999998,17,12,7,1.4166666,0.51666665
4432,"10/26/11 00:00:00",19,21,34,34,1.7,17,15,4,1.1333333,-0.56666672
4433,"10/26/11 00:00:00",19,34,21,53,2.6500001,56,15,11,3.7333333,1.0833333
4434,"10/26/11 00:00:00",19,40,39,13,0.64999998,7,20,2,0.34999999,-0.29999998
4435,"10/26/11 00:00:00",19,39,40,13,0.64999998,12,20,3,0.60000002,-0.049999952
4436,"11/02/11 00:00:00",19,41,37,20,1,21,7,7,3,2
4437,"11/02/11 00:00:00",19,37,41,27,1.35,9,7,6,1.2857143,-0.064285755
4438,"11/02/11 00:00:00",19,35,21,18,0.89999998,12,17,3,0.70588237,-0.19411761
4439,"11/02/11 00:00:00",19,21,35,34,1.7,36,17,6,2.1176472,0.41764712
4440,"11/02/11 00:00:00",19,40,8,13,0.64999998,15,19,8,0.78947371,0.13947374
4441,"11/02/11 00:00:00",19,8,40,29,1.45,22,19,5,1.1578947,-0.29210532
4442,"11/02/11 00:00:00",19,39,33,13,0.64999998,1,20,1,0.050000001,-0.59999996
4443,"11/02/11 00:00:00",19,33,39,38,1.9,22,20,4,1.1,-0.79999995
4444,"11/02/11 00:00:00",19,23,34,36,1.8,38,12,22,3.1666667,1.3666668
4445,"11/02/11 00:00:00",19,34,23,53,2.6500001,36,12,13,3,0.3499999
4446,"11/02/11 00:00:00",19,35,8,18,0.89999998,6,13,4,0.46153846,-0.43846151
4447,"11/02/11 00:00:00",19,8,35,29,1.45,34,13,8,2.6153846,1.1653845
4448,"11/02/11 00:00:00",19,3,26,43,2.1500001,24,13,6,1.8461539,-0.30384624
4449,"11/02/11 00:00:00",19,26,3,120,6,120,13,29,9.2307692,3.2307692
4450,"11/02/11 00:00:00",19,40,33,13,0.64999998,14,14,6,1,0.35000002
4451,"11/02/11 00:00:00",19,33,40,38,1.9,14,14,6,1,-0.89999998
4452,"11/02/11 00:00:00",19,25,21,39,1.95,28,20,5,1.4,-0.55000007
4453,"11/02/11 00:00:00",19,21,25,34,1.7,25,20,7,1.25,-0.45000005
4454,"11/02/11 00:00:00",19,41,34,20,1,17,20,4,0.85000002,-0.14999998
4455,"11/02/11 00:00:00",19,34,41,53,2.6500001,41,20,7,2.05,-0.60000014
4456,"11/02/11 00:00:00",19,3,39,43,2.1500001,33,20,8,1.65,-0.50000012
4457,"11/02/11 00:00:00",19,39,3,13,0.64999998,10,20,2,0.5,-0.14999998
4458,"11/02/11 00:00:00",19,25,40,39,1.95,11,10,6,1.1,-0.85000002
4459,"11/02/11 00:00:00",19,40,25,13,0.64999998,14,10,4,1.4,0.75
4460,"11/02/11 00:00:00",19,41,25,20,1,21,18,4,1.1666666,0.16666663
4461,"11/02/11 00:00:00",19,25,41,39,1.95,18,18,6,1,-0.95000005
4462,"11/02/11 00:00:00",19,23,26,36,1.8,36,16,7,2.25,0.45000005
4463,"11/02/11 00:00:00",19,26,23,120,6,110,16,40,6.875,0.875
4464,"11/02/11 00:00:00",19,19,39,43,2.1500001,44,19,12,2.3157895,0.16578937
4465,"11/02/11 00:00:00",19,39,19,13,0.64999998,10,19,2,0.52631581,-0.12368417
4466,"11/09/11 00:00:00",19,19,6,43,2.1500001,41,20,12,2.05,-0.10000014
4467,"11/09/11 00:00:00",19,6,19,32,1.6,25,20,5,1.25,-0.35000002
4468,"11/09/11 00:00:00",19,35,41,18,0.89999998,17,20,3,0.85000002,-0.049999952
4469,"11/09/11 00:00:00",19,41,35,20,1,17,20,5,0.85000002,-0.14999998
4470,"11/09/11 00:00:00",19,39,23,13,0.64999998,6,8,2,0.75,0.10000002
4471,"11/09/11 00:00:00",19,23,39,36,1.8,37,8,21,4.625,2.825
4472,"11/09/11 00:00:00",19,35,6,18,0.89999998,10,15,3,0.66666669,-0.23333329
4473,"11/09/11 00:00:00",19,6,35,32,1.6,32,15,7,2.1333334,0.53333342
4474,"11/09/11 00:00:00",19,25,34,39,1.95,33,20,8,1.65,-0.30000007
4475,"11/09/11 00:00:00",19,34,25,53,2.6500001,28,20,9,1.4,-1.2500001
4476,"11/09/11 00:00:00",19,3,23,43,2.1500001,44,17,11,2.5882354,0.43823528
4477,"11/09/11 00:00:00",19,23,3,36,1.8,35,17,5,2.0588236,0.25882363
4478,"11/09/11 00:00:00",19,25,6,39,1.95,11,9,5,1.2222222,-0.72777784
4479,"11/09/11 00:00:00",19,6,25,32,1.6,32,9,8,3.5555556,1.9555556
4480,"11/09/11 00:00:00",19,10,39,27,1.35,27,19,7,1.4210526,0.071052551
4481,"11/09/11 00:00:00",19,39,10,13,0.64999998,8,19,3,0.42105263,-0.22894734
4482,"11/09/11 00:00:00",19,35,40,18,0.89999998,19,19,3,1,0.10000002
4483,"11/09/11 00:00:00",19,40,35,13,0.64999998,8,19,2,0.42105263,-0.22894734
4484,"11/09/11 00:00:00",19,3,33,43,2.1500001,44,20,9,2.2,0.049999952
4485,"11/09/11 00:00:00",19,33,3,38,1.9,34,20,9,1.7,-0.19999993
4486,"11/09/11 00:00:00",19,25,10,39,1.95,30,15,9,2,0.049999952
4487,"11/09/11 00:00:00",19,10,25,27,1.35,27,15,7,1.8,0.44999993
4488,"11/09/11 00:00:00",19,41,23,20,1,17,16,4,1.0625,0.0625
4489,"11/09/11 00:00:00",19,23,41,36,1.8,36,16,9,2.25,0.45000005
4490,"11/09/11 00:00:00",19,6,39,32,1.6,15,14,6,1.0714285,-0.52857149
4491,"11/09/11 00:00:00",19,39,6,13,0.64999998,13,14,4,0.9285714,0.27857143
4492,"11/09/11 00:00:00",19,34,40,53,2.6500001,25,14,7,1.7857143,-0.86428583
4493,"11/09/11 00:00:00",19,40,34,13,0.64999998,13,14,7,0.9285714,0.27857143
4494,"11/09/11 00:00:00",19,33,37,38,1.9,29,20,8,1.45,-0.44999993
4495,"11/09/11 00:00:00",19,37,33,27,1.35,21,20,4,1.05,-0.30000007
4496,"11/16/11 00:00:00",19,14,42,20,1,20,16,5,1.25,0.25
4497,"11/16/11 00:00:00",19,42,14,32,1.6,17,16,5,1.0625,-0.53750002
4498,"11/16/11 00:00:00",19,32,40,18,0.89999998,19,12,6,1.5833334,0.6833334
4499,"11/16/11 00:00:00",19,40,32,13,0.64999998,5,12,3,0.41666666,-0.23333332
4500,"11/16/11 00:00:00",19,41,34,20,1,15,16,5,0.9375,-0.0625
4501,"11/16/11 00:00:00",19,34,41,53,2.6500001,54,16,14,3.375,0.7249999
4502,"11/16/11 00:00:00",19,35,39,18,0.89999998,15,20,4,0.75,-0.14999998
4503,"11/16/11 00:00:00",19,39,35,13,0.64999998,8,20,2,0.40000001,-0.24999997
4504,"11/16/11 00:00:00",19,37,23,27,1.35,28,11,11,2.5454545,1.1954545
4505,"11/16/11 00:00:00",19,23,37,36,1.8,20,11,5,1.8181819,0.01818192
4506,"11/16/11 00:00:00",19,25,26,39,1.95,28,18,4,1.5555556,-0.39444447
4507,"11/16/11 00:00:00",19,26,25,120,6,120,18,29,6.6666665,0.66666651
4508,"11/16/11 00:00:00",19,3,6,43,2.1500001,27,20,6,1.35,-0.80000007
4509,"11/16/11 00:00:00",19,6,3,32,1.6,27,20,10,1.35,-0.25
4510,"11/16/11 00:00:00",19,14,40,20,1,7,20,3,0.34999999,-0.64999998
4511,"11/16/11 00:00:00",19,40,14,13,0.64999998,12,20,4,0.60000002,-0.049999952
4512,"11/16/11 00:00:00",19,21,26,34,1.7,31,20,8,1.55,-0.1500001
4513,"11/16/11 00:00:00",19,26,21,120,6,51,20,10,2.55,-3.45
4514,"11/16/11 00:00:00",19,41,42,20,1,21,15,9,1.4,0.39999998
4515,"11/16/11 00:00:00",19,42,41,32,1.6,23,15,5,1.5333333,-0.066666722
4516,"11/16/11 00:00:00",19,25,8,39,1.95,41,19,7,2.1578948,0.2078948
4517,"11/16/11 00:00:00",19,8,25,29,1.45,18,19,4,0.94736844,-0.5026316
4518,"11/16/11 00:00:00",19,3,39,43,2.1500001,37,20,10,1.85,-0.30000007
4519,"11/16/11 00:00:00",19,39,3,13,0.64999998,13,20,3,0.64999998,0
4520,"11/23/11 00:00:00",19,42,6,32,1.6,22,20,4,1.1,-0.5
4521,"11/23/11 00:00:00",19,6,42,32,1.6,22,20,6,1.1,-0.5
4522,"11/23/11 00:00:00",19,41,34,20,1,21,18,4,1.1666666,0.16666663
4523,"11/23/11 00:00:00",19,34,41,53,2.6500001,39,18,12,2.1666667,-0.48333335
4524,"11/23/11 00:00:00",19,21,33,34,1.7,24,20,4,1.2,-0.5
4525,"11/23/11 00:00:00",19,33,21,38,1.9,31,20,8,1.55,-0.35000002
4526,"11/23/11 00:00:00",19,39,18,13,0.64999998,15,11,4,1.3636364,0.7136364
4527,"11/23/11 00:00:00",19,18,39,19,0.94999999,13,11,3,1.1818181,0.23181814
4528,"11/23/11 00:00:00",19,40,26,13,0.64999998,8,18,2,0.44444445,-0.20555553
4529,"11/23/11 00:00:00",19,26,40,120,6,128,18,34,7.1111112,1.1111112
4530,"11/23/11 00:00:00",19,35,10,18,0.89999998,11,16,3,0.6875,-0.21249998
4531,"11/23/11 00:00:00",19,10,35,27,1.35,27,16,6,1.6875,0.33750001
4532,"11/23/11 00:00:00",19,25,23,39,1.95,22,19,6,1.1578947,-0.79210532
4533,"11/23/11 00:00:00",19,23,25,36,1.8,38,19,7,2,0.20000005
4534,"11/23/11 00:00:00",19,3,8,43,2.1500001,24,20,7,1.2,-0.95000005
4535,"11/23/11 00:00:00",19,8,3,29,1.45,14,20,5,0.69999999,-0.75000006
4536,"11/23/11 00:00:00",19,40,6,13,0.64999998,6,20,2,0.30000001,-0.34999996
4537,"11/23/11 00:00:00",19,6,40,32,1.6,22,20,4,1.1,-0.5
4538,"11/23/11 00:00:00",19,41,21,20,1,13,16,4,0.8125,-0.1875
4539,"11/23/11 00:00:00",19,21,41,34,1.7,35,16,10,2.1875,0.48749995
4540,"11/23/11 00:00:00",19,35,39,18,0.89999998,9,16,3,0.5625,-0.33749998
4541,"11/23/11 00:00:00",19,39,35,13,0.64999998,13,16,3,0.8125,0.16250002
4542,"11/23/11 00:00:00",19,25,6,39,1.95,27,17,9,1.5882353,-0.36176479
4543,"11/23/11 00:00:00",19,6,25,32,1.6,35,17,7,2.0588236,0.48882401
4544,"11/23/11 00:00:00",19,40,25,13,0.64999998,13,16,3,0.8125,0.16250002
4545,"11/23/11 00:00:00",19,25,40,39,1.95,23,16,12,1.4375,-0.51250005
4546,"11/23/11 00:00:00",19,3,23,43,2.1500001,27,20,6,1.35,-0.80000007
4547,"11/23/11 00:00:00",19,23,3,36,1.8,32,20,6,1.6,-0.19999993
4548,"12/01/11 00:00:00",19,41,34,20,1,11,17,3,0.64705884,-0.35294116
4549,"12/01/11 00:00:00",19,34,41,53,2.6500001,59,17,14,3.4705882,0.82058811
4550,"12/01/11 00:00:00",19,25,40,39,1.95,31,17,7,1.8235294,-0.12647069
4551,"12/01/11 00:00:00",19,40,25,13,0.64999998,15,17,5,0.88235295,0.23235901
4552,"12/01/11 00:00:00",19,6,26,32,1.6,32,15,8,2.1333334,0.53333342
4553,"12/01/11 00:00:00",19,26,6,120,6,52,15,10,3.4666667,-2.5333333
4554,"12/01/11 00:00:00",19,3,23,43,2.1500001,43,18,12,2.3888888,0.23888874
4555,"12/01/11 00:00:00",19,23,3,36,1.8,33,18,8,1.8333334,0.033333421
4556,"12/01/11 00:00:00",19,42,39,32,1.6,33,19,4,1.7368422,0.13684213
4557,"12/01/11 00:00:00",19,39,42,13,0.64999998,12,19,2,0.63157892,-0.018421054
4558,"12/01/11 00:00:00",19,6,34,32,1.6,36,19,10,1.8947369,0.29473686
4559,"12/01/11 00:00:00",19,34,6,53,2.6500001,43,19,7,2.2631578,-0.38684225
4560,"12/01/11 00:00:00",19,41,32,20,1,22,19,4,1.1578947,0.15789473
4561,"12/01/11 00:00:00",19,32,41,18,0.89999998,11,19,3,0.57894737,-0.32105261
4562,"12/01/11 00:00:00",19,42,21,32,1.6,30,17,6,1.7647059,0.16470587
4563,"12/01/11 00:00:00",19,21,42,34,1.7,35,17,10,2.0588236,0.35882354
4564,"12/01/11 00:00:00",19,14,37,20,1,20,19,5,1.0526316,0.052631617
4565,"12/01/11 00:00:00",19,37,14,27,1.35,18,19,4,0.94736844,-0.40263158
4566,"12/01/11 00:00:00",19,6,33,32,1.6,32,15,7,2.1333334,0.53333342
4567,"12/01/11 00:00:00",19,33,6,38,1.9,20,15,5,1.3333334,-0.5666666
4568,"12/01/11 00:00:00",19,34,40,53,2.6500001,45,20,11,2.25,-0.4000001
4569,"12/01/11 00:00:00",19,40,34,13,0.64999998,12,20,4,0.60000002,-0.049999952
4570,"12/01/11 00:00:00",19,25,26,39,1.95,26,20,7,1.3,-0.6500001
4571,"12/01/11 00:00:00",19,26,25,120,6,93,20,30,4.6500001,-1.3499999
4572,"12/01/11 00:00:00",19,23,10,36,1.8,19,16,4,1.1875,-0.61249995
4573,"12/01/11 00:00:00",19,10,23,27,1.35,30,16,7,1.875,0.52499998
4574,"12/01/11 00:00:00",19,3,42,43,2.1500001,25,19,7,1.3157895,-0.83421063
4575,"12/01/11 00:00:00",19,42,3,32,1.6,32,19,7,1.6842105,0.084210515
4576,"12/01/11 00:00:00",19,14,21,20,1,21,17,4,1.2352941,0.2352941
4577,"12/01/11 00:00:00",19,21,14,34,1.7,26,17,6,1.5294118,-0.17058825
4578,"12/07/11 00:00:00",19,41,37,20,1,13,16,4,0.8125,-0.1875
4579,"12/07/11 00:00:00",19,37,41,27,1.35,27,16,12,1.6875,0.33749998
4580,"12/07/11 00:00:00",19,40,33,13,0.64999998,14,15,6,0.93333334,0.28333336
4581,"12/07/11 00:00:00",19,33,40,38,1.9,33,15,9,2.2,0.30000007
4582,"12/07/11 00:00:00",19,39,21,13,0.64999998,14,11,5,1.2727273,0.62272727
4583,"12/07/11 00:00:00",19,21,39,34,1.7,26,11,7,2.3636363,0.66363621
4584,"12/07/11 00:00:00",19,42,34,32,1.6,31,11,10,2.8181818,1.2181817
4585,"12/07/11 00:00:00",19,34,42,53,2.6500001,57,11,15,5.181818,2.5318179
4586,"12/07/11 00:00:00",19,25,35,39,1.95,40,11,12,3.6363637,1.6863637
4587,"12/07/11 00:00:00",19,35,25,18,0.89999998,10,11,5,0.90909094,0.00909096
4588,"12/07/11 00:00:00",19,41,23,20,1,11,16,8,0.6875,-0.3125
4589,"12/07/11 00:00:00",19,23,41,36,1.8,37,16,10,2.3125,0.51250005
4590,"12/07/11 00:00:00",19,39,40,13,0.64999998,14,13,5,1.0769231,0.42692316
4591,"12/07/11 00:00:00",19,40,39,13,0.64999998,6,13,2,0.46153846,-0.18846151
4592,"12/07/11 00:00:00",19,3,42,43,2.1500001,41,20,12,2.05,-0.10000014
4593,"12/07/11 00:00:00",19,42,3,32,1.6,20,20,3,1,-0.60000002
4594,"12/07/11 00:00:00",19,35,34,18,0.89999998,12,20,2,0.60000002,-0.29999995
4595,"12/07/11 00:00:00",19,34,35,53,2.6500001,50,20,18,2.5,-0.1500001
4596,"12/07/11 00:00:00",19,23,21,36,1.8,35,20,8,1.75,-0.049999952
4597,"12/07/11 00:00:00",19,21,23,34,1.7,20,20,6,1,-0.70000005
4598,"12/07/11 00:00:00",19,42,39,32,1.6,20,17,8,1.1764706,-0.42352939
4599,"12/07/11 00:00:00",19,39,42,13,0.64999998,13,17,6,0.7647059,0.11470592
4600,"12/07/11 00:00:00",19,3,25,43,2.1500001,37,20,8,1.85,-0.30000007
4601,"12/07/11 00:00:00",19,25,3,39,1.95,33,20,5,1.65,-0.30000007
4602,"12/07/11 00:00:00",19,19,6,43,2.1500001,25,15,6,1.6666666,-0.48333347
4603,"12/07/11 00:00:00",19,6,19,32,1.6,34,15,12,2.2666667,0.66666663
4604,"12/07/11 00:00:00",19,40,23,13,0.64999998,11,20,5,0.55000001,-0.099999964
4605,"12/07/11 00:00:00",19,23,40,36,1.8,28,20,6,1.4,-0.39999998
4606,"12/07/11 00:00:00",19,40,6,13,0.64999998,13,11,7,1.1818181,0.53181815
4607,"12/07/11 00:00:00",19,6,40,32,1.6,14,11,5,1.2727273,-0.32727277
4608,"12/07/11 00:00:00",19,19,34,43,2.1500001,44,19,7,2.3157895,0.16578937
4609,"12/07/11 00:00:00",19,34,19,53,2.6500001,38,19,10,2,-0.6500001
4610,"12/21/11 00:00:00",19,41,39,20,1,10,13,7,0.76923078,-0.23076922
4611,"12/21/11 00:00:00",19,39,41,13,0.64999998,13,13,5,1,0.35000002
4612,"12/21/11 00:00:00",19,6,19,32,1.6,32,18,5,1.7777778,0.17777777
4613,"12/21/11 00:00:00",19,19,6,43,2.1500001,17,18,8,0.94444442,-1.2055557
4614,"12/21/11 00:00:00",19,3,34,43,2.1500001,30,20,10,1.5,-0.6500001
4615,"12/21/11 00:00:00",19,34,3,53,2.6500001,31,20,5,1.55,-1.1000001
4616,"12/21/11 00:00:00",19,25,41,39,1.95,26,19,5,1.3684211,-0.58157897
4617,"12/21/11 00:00:00",19,41,25,20,1,21,19,6,1.1052631,0.10526311
4618,"12/21/11 00:00:00",19,42,23,32,1.6,19,20,4,0.94999999,-0.65000004
4619,"12/21/11 00:00:00",19,23,42,36,1.8,27,20,3,1.35,-0.44999993
4620,"12/21/11 00:00:00",19,6,26,32,1.6,32,18,6,1.7777778,0.17777777
4621,"12/21/11 00:00:00",19,26,6,120,6,90,18,17,5,-1
4622,"12/21/11 00:00:00",19,14,40,20,1,12,9,3,1.3333334,0.33333337
4623,"12/21/11 00:00:00",19,40,14,13,0.64999998,13,9,5,1.4444444,0.79444444
4624,"12/21/11 00:00:00",19,21,34,34,1.7,34,18,7,1.8888888,0.18888879
4625,"12/21/11 00:00:00",19,34,21,53,2.6500001,19,18,4,1.0555556,-1.5944445
4626,"12/21/11 00:00:00",19,41,23,20,1,14,20,4,0.69999999,-0.30000001
4627,"12/21/11 00:00:00",19,23,41,36,1.8,28,20,9,1.4,-0.39999998
4628,"12/21/11 00:00:00",19,25,18,39,1.95,16,20,3,0.80000001,-1.1500001
4629,"12/21/11 00:00:00",19,18,25,19,0.94999999,11,20,2,0.55000001,-0.39999998
4630,"12/21/11 00:00:00",19,39,26,13,0.64999998,13,12,4,1.0833334,0.4333334
4631,"12/21/11 00:00:00",19,26,39,120,6,69,12,19,5.75,-0.25
4632,"12/21/11 00:00:00",19,14,42,20,1,8,20,3,0.40000001,-0.60000002
4633,"12/21/11 00:00:00",19,42,14,32,1.6,29,20,9,1.45,-0.14999998
4634,"12/21/11 00:00:00",19,37,34,27,1.35,12,20,5,0.60000002,-0.75
4635,"12/21/11 00:00:00",19,34,37,53,2.6500001,54,20,6,2.7,0.049999952
4636,"12/21/11 00:00:00",19,21,40,34,1.7,13,12,3,1.0833334,-0.61666667
4637,"12/21/11 00:00:00",19,40,21,13,0.64999998,13,12,3,1.0833334,0.4333334
4638,"12/21/11 00:00:00",19,23,26,36,1.8,36,20,10,1.8,0
